 23    1.472734 1.131E-32 8.010E-14.09500.123    0.77530.690.000814       0 0 0 01       0 0 0 01                    R  1e     346663233010 9 711     5.0    3.0
 23    2.209095 3.775E-32 2.890E-13.09050.120    2.24810.700.000885       0 0 0 01       0 0 0 01                    R  2e     346663233010 9 711     7.0    5.0
 23    2.945446 8.817E-32 7.089E-13.08850.118    4.45710.690.000875       0 0 0 01       0 0 0 01                    R  3e     346663233010 9 711     9.0    7.0
 23    2.953200 1.881E-33 3.795E-13.08850.118  666.87440.690.000875       0 1 1 01       0 1 1 01                    R  3f     346663233010 9 711     9.0    7.0
 23    3.681786 1.689E-31 1.411E-12.08660.116    7.40250.690.000840       0 0 0 01       0 0 0 01                    R  4e     346663233010 9 711    11.0    9.0
 23    3.685957 3.677E-33 7.698E-13.08660.116  669.81490.690.000840       0 1 1 01       0 1 1 01                    R  4e     346663233010 9 711    11.0    9.0
 23    3.691479 3.688E-33 7.733E-13.08660.116  669.82760.690.000840       0 1 1 01       0 1 1 01                    R  4f     346663233010 9 711    11.0    9.0
 23    4.418113 2.852E-31 2.468E-12.08490.114   11.08430.680.000799       0 0 0 01       0 0 0 01                    R  5e     346663233010 9 711    13.0   11.0
 23    4.423116 6.277E-33 1.361E-12.08490.114  673.50080.680.000799       0 1 1 01       0 1 1 01                    R  5e     346663233010 9 711    13.0   11.0
 23    4.429742 6.296E-33 1.367E-12.08490.114  673.51900.680.000799       0 1 1 01       0 1 1 01                    R  5f     346663233010 9 711    13.0   11.0
 23    5.154421 4.405E-31 3.945E-12.08340.112   15.50230.680.000756       0 0 0 01       0 0 0 01                    R  6e     346663233010 9 711    15.0   13.0
 23    5.160259 9.755E-33 2.189E-12.08340.112  677.92390.680.000756       0 1 1 01       0 1 1 01                    R  6e     346663233010 9 711    15.0   13.0
 23    5.167988 9.783E-33 2.199E-12.08340.112  677.94870.680.000756       0 1 1 01       0 1 1 01                    R  6f     346663233010 9 711    15.0   13.0
 23    5.889665 1.200E-33 5.072E-12.08200.111 1280.08850.680.000715       1 0 0 02       1 0 0 02                    R  7e     346663233010 9 711    17.0   15.0
 23    5.890710 6.368E-31 5.906E-12.08200.111   20.61800.680.000715       0 0 0 01       0 0 0 01                    R  7e     346663233010 9 711    17.0   15.0
 23    5.897381 1.415E-32 3.289E-12.08200.111  683.08410.680.000715       0 1 1 01       0 1 1 01                    R  7e     346663233010 9 711    17.0   15.0
 23    5.906215 1.419E-32 3.304E-12.08200.111  683.11660.680.000715       0 1 1 01       0 1 1 01                    R  7f     346663233010 9 711    17.0   15.0
 23    6.625788 1.670E-33 7.324E-12.08080.109 1285.97800.680.000675       1 0 0 02       1 0 0 02                    R  8e     346663233010 9 711    19.0   17.0
 23    6.626976 8.744E-31 8.415E-12.08080.109   26.50870.680.000675       0 0 0 01       0 0 0 01                    R  8e     346663233010 9 711    19.0   17.0
 23    6.634479 1.945E-32 4.691E-12.08080.109  688.98140.680.000675       0 1 1 01       0 1 1 01                    R  8e     346663233010 9 711    19.0   17.0
 23    6.644417 1.951E-32 4.713E-12.08080.109  689.02280.680.000675       0 1 1 01       0 1 1 01                    R  8f     346663233010 9 711    19.0   17.0
 23    7.361884 2.233E-33 1.019E-11.07970.108 1292.60380.680.000636       1 0 0 02       1 0 0 02                    R  9e     346663233010 9 711    21.0   19.0
